"tcg","editionCode","editionName","cardCode","cardName","cardNumber","rarity","tags","imageUrl","condition","quantity","referencePrice","marginMultiplier"
"YUGIOH","BPRO","Burst Protocol","674767","Topologic Blaster Dragon (Starlight Rare)","BPRO-EN046","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674767_200w.jpg","NM","0","9.24","1"
"YUGIOH","BPRO","Burst Protocol","674794","Borrelshroud Dragon","BPRO-EN047","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674794_200w.jpg","NM","0","0.77","1"
"YUGIOH","BPRO","Burst Protocol","674750","Borrelshroud Dragon (Starlight Rare)","BPRO-EN047","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674750_200w.jpg","NM","0","16.49","1"
"YUGIOH","BPRO","Burst Protocol","674791","Trisborrel Dragon","BPRO-EN048","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674791_200w.jpg","NM","0","0.27","1"
"YUGIOH","BPRO","Burst Protocol","675333","Radiant Typhoon Varuroon, the Marine Eidolon","BPRO-EN049","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/675333_200w.jpg","NM","0","2.04","1"
"YUGIOH","BPRO","Burst Protocol","675334","Radiant Typhoon Varuroon, the Marine Eidolon (Starlight Rare)","BPRO-EN049","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/675334_200w.jpg","NM","0","34.42","1"
"YUGIOH","BPRO","Burst Protocol","674724","Keel, Shipwright Fur Hire","BPRO-EN050","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674724_200w.jpg","NM","0","0.18","1"
"YUGIOH","BPRO","Burst Protocol","674745","Rescue-ACE Arbitrator","BPRO-EN051","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674745_200w.jpg","NM","0","0.73","1"
"YUGIOH","BPRO","Burst Protocol","674762","Rescue-ACE Arbitrator (Starlight Rare)","BPRO-EN051","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674762_200w.jpg","NM","0","8.27","1"
"YUGIOH","BPRO","Burst Protocol","674710","Double Interlock","BPRO-EN052","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674710_200w.jpg","NM","0","0.15","1"
"YUGIOH","BPRO","Burst Protocol","674725","Magnet Bonding","BPRO-EN053","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674725_200w.jpg","NM","0","0.23","1"
"YUGIOH","BPRO","Burst Protocol","674711","Duel Evolution - Assault Zone","BPRO-EN054","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674711_200w.jpg","NM","0","0.19","1"
"YUGIOH","BPRO","Burst Protocol","675325","DoomZ Change","BPRO-EN055","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675325_200w.jpg","NM","0","0.16","1"
"YUGIOH","BPRO","Burst Protocol","674778","Elfnotes: Welcome Home","BPRO-EN056","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674778_200w.jpg","NM","0","0.24","1"
"YUGIOH","BPRO","Burst Protocol","674713","Elfnotes: A Plea for Help","BPRO-EN057","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674713_200w.jpg","NM","0","0.1","1"
"YUGIOH","BPRO","Burst Protocol","674736","Theorealize Liberation","BPRO-EN058","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674736_200w.jpg","NM","0","0.13","1"
"YUGIOH","BPRO","Burst Protocol","675340","Throne of the Archfiends","BPRO-EN059","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675340_200w.jpg","NM","0","0.18","1"
"YUGIOH","BPRO","Burst Protocol","675319","Archfiend Strategy","BPRO-EN060","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675319_200w.jpg","NM","0","0.17","1"
"YUGIOH","BPRO","Burst Protocol","675328","Fandora, the Flying Fighting Furtress","BPRO-EN061","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675328_200w.jpg","NM","0","0.19","1"
"YUGIOH","BPRO","Burst Protocol","675342","Whirlwind Fur Hire","BPRO-EN062","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675342_200w.jpg","NM","0","0.22","1"
"YUGIOH","BPRO","Burst Protocol","674708","Darklord Dance","BPRO-EN063","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674708_200w.jpg","NM","0","0.2","1"
"YUGIOH","BPRO","Burst Protocol","675332","Radiant Typhoon Ascendance","BPRO-EN065","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675332_200w.jpg","NM","0","0.21","1"
"YUGIOH","BPRO","Burst Protocol","674779","Exosister Betrayal","BPRO-EN066","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674779_200w.jpg","NM","0","0.58","1"
"YUGIOH","BPRO","Burst Protocol","674744","Forbidden Crown","BPRO-EN067","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674744_200w.jpg","NM","0","49.05","1"
"YUGIOH","BPRO","Burst Protocol","674758","Forbidden Crown (Starlight Rare)","BPRO-EN067","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674758_200w.jpg","NM","0","159.67","1"
"YUGIOH","BPRO","Burst Protocol","674787","Nightmare Hands","BPRO-EN068","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674787_200w.jpg","NM","0","0.24","1"
"YUGIOH","BPRO","Burst Protocol","674732","Riot's Reason","BPRO-EN069","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674732_200w.jpg","NM","0","0.05","1"
"YUGIOH","BPRO","Burst Protocol","674771","Borrel Reboot","BPRO-EN070","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674771_200w.jpg","NM","0","0.24","1"
"YUGIOH","BPRO","Burst Protocol","674714","Elfnotes: Aristeia of Trust","BPRO-EN071","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674714_200w.jpg","NM","0","0.1","1"
"YUGIOH","BPRO","Burst Protocol","674715","Elfnotes: Rhapsodia of Madness","BPRO-EN072","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674715_200w.jpg","NM","0","0.2","1"
"YUGIOH","BPRO","Burst Protocol","675318","Archfiend Playtime","BPRO-EN073","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675318_200w.jpg","NM","0","0.09","1"
"YUGIOH","BPRO","Burst Protocol","675320","Archfiend's Fervor","BPRO-EN074","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675320_200w.jpg","NM","0","0.09","1"
"YUGIOH","BPRO","Burst Protocol","675329","Furtive Techniques Fur Hire, Fur All Your Ultimate Moves","BPRO-EN075","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675329_200w.jpg","NM","0","0.19","1"
"YUGIOH","BPRO","Burst Protocol","674719","Forbidden Ritual Art","BPRO-EN077","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674719_200w.jpg","NM","0","0.08","1"
"YUGIOH","BPRO","Burst Protocol","674703","Arsenal Audit","BPRO-EN078","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674703_200w.jpg","NM","0","0.07","1"
"YUGIOH","BPRO","Burst Protocol","674737","Tip of the Tinying Tongue","BPRO-EN079","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674737_200w.jpg","NM","0","0.13","1"
"YUGIOH","BPRO","Burst Protocol","675337","Shichi-Go-San","BPRO-EN080","Common","","https://tcgplayer-cdn.tcgplayer.com/product/675337_200w.jpg","NM","0","0.07","1"
"YUGIOH","BPRO","Burst Protocol","674728","Mechanical Mechanic","BPRO-EN081","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674728_200w.jpg","NM","0","0.05","1"
"YUGIOH","BPRO","Burst Protocol","674784","Jade Dragon Mech","BPRO-EN082","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674784_200w.jpg","NM","0","0.16","1"
"YUGIOH","BPRO","Burst Protocol","674729","Mischief of the Wolves","BPRO-EN083","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674729_200w.jpg","NM","0","0.17","1"
"YUGIOH","BPRO","Burst Protocol","674800","Mercurium the Living Quicksilver","BPRO-EN084","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674800_200w.jpg","NM","0","0.69","1"
"YUGIOH","BPRO","Burst Protocol","674761","Mercurium the Living Quicksilver (Starlight Rare)","BPRO-EN084","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674761_200w.jpg","NM","0","16.61","1"
"YUGIOH","BPRO","Burst Protocol","674739","Vodnika the Fountain Spirit","BPRO-EN085","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674739_200w.jpg","NM","0","0.08","1"
"YUGIOH","BPRO","Burst Protocol","674731","Rain of Frogs","BPRO-EN086","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674731_200w.jpg","NM","0","0.07","1"
"YUGIOH","BPRO","Burst Protocol","674718","Flux Ochsenfeld","BPRO-EN087","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674718_200w.jpg","NM","0","0.17","1"
"YUGIOH","BPRO","Burst Protocol","674734","Shipping Archfiend","BPRO-EN088","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674734_200w.jpg","NM","0","0.08","1"
"YUGIOH","BPRO","Burst Protocol","674735","Storm-Bane Dragon Destorbim","BPRO-EN089","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674735_200w.jpg","NM","0","0.13","1"
"YUGIOH","BPRO","Burst Protocol","674782","GMX Researcher Selande","BPRO-EN090","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674782_200w.jpg","NM","0","0.25","1"
"YUGIOH","BPRO","Burst Protocol","674722","GMX Chairman Kimridge","BPRO-EN091","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674722_200w.jpg","NM","0","0.17","1"
"YUGIOH","BPRO","Burst Protocol","674721","GMX Associate Noma","BPRO-EN092","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674721_200w.jpg","NM","0","0.21","1"
"YUGIOH","BPRO","Burst Protocol","674788","Returned Dino Daneen","BPRO-EN093","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674788_200w.jpg","NM","0","0.26","1"
"YUGIOH","BPRO","Burst Protocol","674720","GMX - ALLOS","BPRO-EN094","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674720_200w.jpg","NM","0","0.19","1"
"YUGIOH","BPRO","Burst Protocol","674780","GMX - VELOX","BPRO-EN095","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674780_200w.jpg","NM","0","0.25","1"
"YUGIOH","BPRO","Burst Protocol","674781","GMX Applied Experiment #55","BPRO-EN096","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674781_200w.jpg","NM","0","0.26","1"
"YUGIOH","BPRO","Burst Protocol","674730","Pesanta the Titan of Troubadours","BPRO-EN097","Common","","https://tcgplayer-cdn.tcgplayer.com/product/674730_200w.jpg","NM","0","0.07","1"
"YUGIOH","BPRO","Burst Protocol","674746","Spenta, the Magistus Sealer","BPRO-EN098","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674746_200w.jpg","NM","0","20.31","1"
"YUGIOH","BPRO","Burst Protocol","674766","Spenta, the Magistus Sealer (Starlight Rare)","BPRO-EN098","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674766_200w.jpg","NM","0","48.36","1"
"YUGIOH","BPRO","Burst Protocol","674773","Conduction Warrior Linear Magnum Plus Minus","BPRO-EN099","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674773_200w.jpg","NM","0","2.51","1"
"YUGIOH","BPRO","Burst Protocol","674798","Invoked Magistus Omega","BPRO-EN100","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674798_200w.jpg","NM","0","0.68","1"
"YUGIOH","BPRO","Burst Protocol","674759","Invoked Magistus Omega (Starlight Rare)","BPRO-EN100","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674759_200w.jpg","NM","0","24.82","1"
"YUGIOH","BPRO","Burst Protocol","674769","Stardust Dragon/Assault Mode (Starlight Rare)","BPRO-EN101","Starlight Rare","","https://tcgplayer-cdn.tcgplayer.com/product/674769_200w.jpg","NM","0","39.51","1"
"YUGIOH","BPRO","Burst Protocol","675336","K9-X ""Ripper/M""","BPRO-ENSP1","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/675336_200w.jpg","NM","0","2.58","1"
"YUGIOH","BPRO","Burst Protocol","680670","Token: Yami Yugi & Magicians Combination","TKN4-EN037","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/680670_200w.jpg","NM","0","8.65","1"
"YUGIOH","BPRO","Burst Protocol","680660","Token: Bastion & Water Dragon","TKN5-EN038","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/680660_200w.jpg","NM","0","1.77","1"
"YUGIOH","BPRO","Burst Protocol","680661","Token: Carly & Fortune Fairy","TKN5-EN039","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/680661_200w.jpg","NM","0","1.17","1"
"YUGIOH","BPRO","Burst Protocol","680663","Token: Vector & Number C104: Umbral Horror Masquerade","TKN5-EN040","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/680663_200w.jpg","NM","0","1.17","1"
"YUGIOH","BPRO","Burst Protocol","680669","Token: Vartis & Borreload Dragon","TKN5-EN041","Rare","","https://tcgplayer-cdn.tcgplayer.com/product/680669_200w.jpg","NM","0","2.44","1"
