"tcg","editionCode","editionName","cardCode","cardName","cardNumber","rarity","tags","imageUrl","condition","quantity","referencePrice","marginMultiplier"
"YUGIOH","RA05","Rarity Collection 5","686715","Blue-Eyes Toon Dragon (Collector's Rare)","RA05-EN003","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686715_200w.jpg","NM","0","20.7","1"
"YUGIOH","RA05","Rarity Collection 5","686716","Blue-Eyes Toon Dragon (Platinum Secret Rare)","RA05-EN003","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686716_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686717","Blue-Eyes Toon Dragon (Secret Rare)","RA05-EN003","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686717_200w.jpg","NM","0","9.89","1"
"YUGIOH","RA05","Rarity Collection 5","686719","Blue-Eyes Toon Dragon (Ultimate Rare)","RA05-EN003","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686719_200w.jpg","NM","0","15.37","1"
"YUGIOH","RA05","Rarity Collection 5","686720","Blue-Eyes Toon Dragon (Ultra Rare)","RA05-EN003","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686720_200w.jpg","NM","0","4.95","1"
"YUGIOH","RA05","Rarity Collection 5","686724","Dark Sage","RA05-EN004","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686724_200w.jpg","NM","0","5.22","1"
"YUGIOH","RA05","Rarity Collection 5","686721","Dark Sage (Collector's Rare)","RA05-EN004","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686721_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686722","Dark Sage (Platinum Secret Rare)","RA05-EN004","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686722_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686723","Dark Sage (Secret Rare)","RA05-EN004","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686723_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686725","Dark Sage (Ultimate Rare)","RA05-EN004","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686725_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686726","Dark Sage (Ultra Rare)","RA05-EN004","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686726_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686730","Scrap Chimera","RA05-EN005","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686730_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686727","Scrap Chimera (Collector's Rare)","RA05-EN005","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686727_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686728","Scrap Chimera (Platinum Secret Rare)","RA05-EN005","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686728_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686729","Scrap Chimera (Secret Rare)","RA05-EN005","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686729_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686731","Scrap Chimera (Ultimate Rare)","RA05-EN005","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686731_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686732","Scrap Chimera (Ultra Rare)","RA05-EN005","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686732_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686736","PSY-Framegear Gamma","RA05-EN006","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686736_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686733","PSY-Framegear Gamma (Collector's Rare)","RA05-EN006","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686733_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686734","PSY-Framegear Gamma (Platinum Secret Rare)","RA05-EN006","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686734_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686735","PSY-Framegear Gamma (Secret Rare)","RA05-EN006","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686735_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686737","PSY-Framegear Gamma (Ultimate Rare)","RA05-EN006","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686737_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686738","PSY-Framegear Gamma (Ultra Rare)","RA05-EN006","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686738_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686742","PSY-Framegear Delta","RA05-EN007","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686742_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686739","PSY-Framegear Delta (Collector's Rare)","RA05-EN007","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686739_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686740","PSY-Framegear Delta (Platinum Secret Rare)","RA05-EN007","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686740_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686741","PSY-Framegear Delta (Secret Rare)","RA05-EN007","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686741_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686743","PSY-Framegear Delta (Ultimate Rare)","RA05-EN007","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686743_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686744","PSY-Framegear Delta (Ultra Rare)","RA05-EN007","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686744_200w.jpg","NM","0","4.87","1"
"YUGIOH","RA05","Rarity Collection 5","686748","Super Quantum Red Layer","RA05-EN008","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686748_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686745","Super Quantum Red Layer (Collector's Rare)","RA05-EN008","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686745_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686746","Super Quantum Red Layer (Platinum Secret Rare)","RA05-EN008","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686746_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686747","Super Quantum Red Layer (Secret Rare)","RA05-EN008","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686747_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686749","Super Quantum Red Layer (Ultimate Rare)","RA05-EN008","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686749_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686750","Super Quantum Red Layer (Ultra Rare)","RA05-EN008","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686750_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686754","Super Quantum Blue Layer","RA05-EN009","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686754_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686751","Super Quantum Blue Layer (Collector's Rare)","RA05-EN009","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686751_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686752","Super Quantum Blue Layer (Platinum Secret Rare)","RA05-EN009","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686752_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686753","Super Quantum Blue Layer (Secret Rare)","RA05-EN009","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686753_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686755","Super Quantum Blue Layer (Ultimate Rare)","RA05-EN009","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686755_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686756","Super Quantum Blue Layer (Ultra Rare)","RA05-EN009","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686756_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686760","Darklord Ixchel","RA05-EN010","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686760_200w.jpg","NM","0","5.22","1"
"YUGIOH","RA05","Rarity Collection 5","686757","Darklord Ixchel (Collector's Rare)","RA05-EN010","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686757_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686758","Darklord Ixchel (Platinum Secret Rare)","RA05-EN010","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686758_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686759","Darklord Ixchel (Secret Rare)","RA05-EN010","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686759_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686761","Darklord Ixchel (Ultimate Rare)","RA05-EN010","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686761_200w.jpg","NM","0","14.97","1"
"YUGIOH","RA05","Rarity Collection 5","686762","Darklord Ixchel (Ultra Rare)","RA05-EN010","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686762_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686766","Souleating Oviraptor","RA05-EN011","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686766_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686763","Souleating Oviraptor (Collector's Rare)","RA05-EN011","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686763_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686764","Souleating Oviraptor (Platinum Secret Rare)","RA05-EN011","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686764_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686765","Souleating Oviraptor (Secret Rare)","RA05-EN011","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686765_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686767","Souleating Oviraptor (Ultimate Rare)","RA05-EN011","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686767_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686768","Souleating Oviraptor (Ultra Rare)","RA05-EN011","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686768_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686772","Danger! Nessie!","RA05-EN012","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686772_200w.jpg","NM","0","5.22","1"
"YUGIOH","RA05","Rarity Collection 5","686769","Danger! Nessie! (Collector's Rare)","RA05-EN012","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686769_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686770","Danger! Nessie! (Platinum Secret Rare)","RA05-EN012","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686770_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686771","Danger! Nessie! (Secret Rare)","RA05-EN012","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686771_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686773","Danger! Nessie! (Ultimate Rare)","RA05-EN012","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686773_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686774","Danger! Nessie! (Ultra Rare)","RA05-EN012","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686774_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686778","Psi-Reflector","RA05-EN013","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686778_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686775","Psi-Reflector (Collector's Rare)","RA05-EN013","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686775_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686776","Psi-Reflector (Platinum Secret Rare)","RA05-EN013","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686776_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686777","Psi-Reflector (Secret Rare)","RA05-EN013","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686777_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686779","Psi-Reflector (Ultimate Rare)","RA05-EN013","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686779_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686780","Psi-Reflector (Ultra Rare)","RA05-EN013","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686780_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686784","Infinitrack Harvester","RA05-EN014","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686784_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686781","Infinitrack Harvester (Collector's Rare)","RA05-EN014","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686781_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686782","Infinitrack Harvester (Platinum Secret Rare)","RA05-EN014","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686782_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686783","Infinitrack Harvester (Secret Rare)","RA05-EN014","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686783_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686785","Infinitrack Harvester (Ultimate Rare)","RA05-EN014","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686785_200w.jpg","NM","0","14.66","1"
"YUGIOH","RA05","Rarity Collection 5","686786","Infinitrack Harvester (Ultra Rare)","RA05-EN014","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686786_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686790","Rokket Tracer","RA05-EN015","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686790_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686787","Rokket Tracer (Collector's Rare)","RA05-EN015","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686787_200w.jpg","NM","0","19.89","1"
"YUGIOH","RA05","Rarity Collection 5","686788","Rokket Tracer (Platinum Secret Rare)","RA05-EN015","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686788_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686789","Rokket Tracer (Secret Rare)","RA05-EN015","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686789_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686791","Rokket Tracer (Ultimate Rare)","RA05-EN015","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686791_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686792","Rokket Tracer (Ultra Rare)","RA05-EN015","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686792_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686796","Loptr, Shadow of the Generaider Bosses","RA05-EN016","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686796_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686793","Loptr, Shadow of the Generaider Bosses (Collector's Rare)","RA05-EN016","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686793_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686794","Loptr, Shadow of the Generaider Bosses (Platinum Secret Rare)","RA05-EN016","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686794_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686795","Loptr, Shadow of the Generaider Bosses (Secret Rare)","RA05-EN016","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686795_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686797","Loptr, Shadow of the Generaider Bosses (Ultimate Rare)","RA05-EN016","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686797_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686798","Loptr, Shadow of the Generaider Bosses (Ultra Rare)","RA05-EN016","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686798_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686802","Diviner of the Herald","RA05-EN017","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686802_200w.jpg","NM","0","5.22","1"
"YUGIOH","RA05","Rarity Collection 5","686799","Diviner of the Herald (Collector's Rare)","RA05-EN017","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686799_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686800","Diviner of the Herald (Platinum Secret Rare)","RA05-EN017","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686800_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686801","Diviner of the Herald (Secret Rare)","RA05-EN017","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686801_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686803","Diviner of the Herald (Ultimate Rare)","RA05-EN017","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686803_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686804","Diviner of the Herald (Ultra Rare)","RA05-EN017","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686804_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686808","DoSolfachord Coolia","RA05-EN018","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686808_200w.jpg","NM","0","5.22","1"
"YUGIOH","RA05","Rarity Collection 5","686805","DoSolfachord Coolia (Collector's Rare)","RA05-EN018","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686805_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686806","DoSolfachord Coolia (Platinum Secret Rare)","RA05-EN018","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686806_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686807","DoSolfachord Coolia (Secret Rare)","RA05-EN018","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686807_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686809","DoSolfachord Coolia (Ultimate Rare)","RA05-EN018","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686809_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686810","DoSolfachord Coolia (Ultra Rare)","RA05-EN018","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686810_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686814","Albion the Shrouded Dragon","RA05-EN019","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686814_200w.jpg","NM","0","5.22","1"
"YUGIOH","RA05","Rarity Collection 5","686811","Albion the Shrouded Dragon (Collector's Rare)","RA05-EN019","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686811_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686812","Albion the Shrouded Dragon (Platinum Secret Rare)","RA05-EN019","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686812_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686813","Albion the Shrouded Dragon (Secret Rare)","RA05-EN019","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686813_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686815","Albion the Shrouded Dragon (Ultimate Rare)","RA05-EN019","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686815_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686816","Albion the Shrouded Dragon (Ultra Rare)","RA05-EN019","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686816_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686820","Night Sword Serpent","RA05-EN020","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686820_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686817","Night Sword Serpent (Collector's Rare)","RA05-EN020","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686817_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686818","Night Sword Serpent (Platinum Secret Rare)","RA05-EN020","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686818_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686819","Night Sword Serpent (Secret Rare)","RA05-EN020","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686819_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686821","Night Sword Serpent (Ultimate Rare)","RA05-EN020","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686821_200w.jpg","NM","0","14.69","1"
"YUGIOH","RA05","Rarity Collection 5","686822","Night Sword Serpent (Ultra Rare)","RA05-EN020","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686822_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686826","Spright Blue","RA05-EN021","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686826_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686823","Spright Blue (Collector's Rare)","RA05-EN021","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686823_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686824","Spright Blue (Platinum Secret Rare)","RA05-EN021","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686824_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686825","Spright Blue (Secret Rare)","RA05-EN021","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686825_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686827","Spright Blue (Ultimate Rare)","RA05-EN021","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686827_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686828","Spright Blue (Ultra Rare)","RA05-EN021","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686828_200w.jpg","NM","0","4.85","1"
"YUGIOH","RA05","Rarity Collection 5","686832","Spright Jet","RA05-EN022","Super Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686832_200w.jpg","NM","0","8.52","1"
"YUGIOH","RA05","Rarity Collection 5","686829","Spright Jet (Collector's Rare)","RA05-EN022","Collector's Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686829_200w.jpg","NM","0","21.87","1"
"YUGIOH","RA05","Rarity Collection 5","686830","Spright Jet (Platinum Secret Rare)","RA05-EN022","Platinum Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686830_200w.jpg","NM","0","19.69","1"
"YUGIOH","RA05","Rarity Collection 5","686831","Spright Jet (Secret Rare)","RA05-EN022","Secret Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686831_200w.jpg","NM","0","9.69","1"
"YUGIOH","RA05","Rarity Collection 5","686833","Spright Jet (Ultimate Rare)","RA05-EN022","Ultimate Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686833_200w.jpg","NM","0","16.37","1"
"YUGIOH","RA05","Rarity Collection 5","686834","Spright Jet (Ultra Rare)","RA05-EN022","Ultra Rare","","https://tcgplayer-cdn.tcgplayer.com/product/686834_200w.jpg","NM","0","4.85","1"
